date,open,high,low,close,adj close,volume,% change
1987-12-28 00:00:00,824.4000244140625,824.4000244140625,810.9000244140625,823.2000122070312,823.2000122070312,0,
1988-01-04 00:00:00,833.5999755859375,911.5,833.5999755859375,895.2999877929688,895.2999877929688,0,0.08758500305731855
1988-01-11 00:00:00,849.0999755859375,870.5,849.0999755859375,869.7999877929688,869.7999877929688,0,-0.028482073436481136
1988-01-18 00:00:00,917.5999755859375,924.0999755859375,904.2000122070312,904.2000122070312,904.2000122070312,0,0.03954935030678622
1988-01-25 00:00:00,908.9000244140625,908.9000244140625,897.4000244140625,908.9000244140625,908.9000244140625,0,0.0051979784821713825
1988-02-01 00:00:00,892.0,895.5,869.9000244140625,869.9000244140625,869.9000244140625,0,-0.04290900973970377
1988-02-08 00:00:00,859.2000122070312,873.2000122070312,851.7999877929688,873.2000122070312,873.2000122070312,0,0.0037935253481473563
1988-02-15 00:00:00,882.0999755859375,890.0,882.0999755859375,890.0,890.0,0,0.01923956431299907
1988-02-22 00:00:00,901.7000122070312,901.7000122070312,888.2000122070312,888.2000122070312,888.2000122070312,0,-0.00202245819434691
1988-02-29 00:00:00,888.7999877929688,920.5999755859375,888.7999877929688,920.5999755859375,920.5999755859375,0,0.036478228927736285
1988-03-07 00:00:00,915.7000122070312,940.5999755859375,915.7000122070312,940.5999755859375,940.5999755859375,0,0.02172496255745665
1988-03-14 00:00:00,948.0,959.7999877929688,944.0999755859375,959.7999877929688,959.7999877929688,0,0.02041251616562162
1988-03-21 00:00:00,969.5,969.5,945.5999755859375,945.5999755859375,945.5999755859375,0,-0.014794761812493612
1988-03-28 00:00:00,925.2000122070312,930.0999755859375,919.4000244140625,925.7999877929688,925.7999877929688,0,-0.020939073925736684
1988-04-04 00:00:00,926.7999877929688,946.0,926.7999877929688,943.0,943.0,0,0.018578540109980633
1988-04-11 00:00:00,946.5,957.0999755859375,933.4000244140625,933.4000244140625,933.4000244140625,0,-0.01018024982602068
1988-04-18 00:00:00,930.7000122070312,955.7999877929688,930.7000122070312,955.7999877929688,955.7999877929688,0,0.02399824597494276
1988-04-25 00:00:00,959.5999755859375,965.4000244140625,956.4000244140625,965.4000244140625,965.4000244140625,0,0.010043980690208136
1988-05-02 00:00:00,968.9000244140625,976.0999755859375,968.9000244140625,976.0999755859375,976.0999755859375,0,0.01108343785092527
1988-05-09 00:00:00,971.9000244140625,971.9000244140625,964.5,970.2000122070312,970.2000122070312,0,-0.006044425290928416
1988-05-16 00:00:00,970.7000122070312,975.0,964.2999877929688,965.2999877929688,965.2999877929688,0,-0.005050530150907566
1988-05-23 00:00:00,956.0,983.4000244140625,956.0,983.4000244140625,983.4000244140625,0,0.018750685641752775
1988-05-30 00:00:00,999.2999877929688,1023.9000244140625,999.2999877929688,1023.9000244140625,1023.9000244140625,0,0.041183647543766376
1988-06-06 00:00:00,1035.0999755859375,1046.4000244140625,1031.199951171875,1046.4000244140625,1046.4000244140625,0,0.02197480170280869
1988-06-13 00:00:00,1066.5,1069.4000244140625,1066.5,1069.4000244140625,1069.4000244140625,0,0.02198012181133021
1988-06-20 00:00:00,1072.300048828125,1083.4000244140625,1058.0999755859375,1082.699951171875,1082.699951171875,0,0.012436811720758745
1988-06-27 00:00:00,1078.0,1105.4000244140625,1078.0,1105.4000244140625,1105.4000244140625,0,0.02096617185363107
1988-07-04 00:00:00,1094.5,1095.699951171875,1079.4000244140625,1079.4000244140625,1079.4000244140625,0,-0.02352089689321454
1988-07-11 00:00:00,1095.9000244140625,1131.0,1095.9000244140625,1131.0,1131.0,0,0.04780431204265336
1988-07-18 00:00:00,1146.5999755859375,1152.5,1136.199951171875,1142.800048828125,1142.800048828125,0,0.01043328808852785
1988-07-25 00:00:00,1132.5,1143.4000244140625,1132.5,1143.4000244140625,1143.4000244140625,0,0.0005250048655079601
1988-08-01 00:00:00,1162.5999755859375,1172.0999755859375,1160.800048828125,1172.0999755859375,1172.0999755859375,0,0.025100533985542236
1988-08-08 00:00:00,1177.9000244140625,1177.9000244140625,1132.0999755859375,1132.0999755859375,1132.0999755859375,0,-0.03412678170222112
1988-08-15 00:00:00,1122.800048828125,1122.800048828125,1081.5,1081.5,1081.5,0,-0.044695677658458235
1988-08-22 00:00:00,1075.699951171875,1075.699951171875,1044.800048828125,1044.800048828125,1044.800048828125,0,-0.03393430529068423
1988-08-29 00:00:00,1020.2999877929688,1049.300048828125,1020.2000122070312,1049.300048828125,1049.300048828125,0,0.004307044209126251
1988-09-05 00:00:00,1067.0,1067.0,1062.300048828125,1063.5,1063.5,0,0.013532784247683713
1988-09-12 00:00:00,1065.5,1070.0,1062.9000244140625,1064.9000244140625,1064.9000244140625,0,0.001316431042842031
1988-09-19 00:00:00,1062.5,1062.5,1033.699951171875,1033.699951171875,1033.699951171875,0,-0.02929859378992375
1988-09-26 00:00:00,1023.0999755859375,1035.0,1022.2999877929688,1035.0,1035.0,0,0.001257665560157155
1988-10-03 00:00:00,1023.0999755859375,1023.0999755859375,993.2000122070312,1003.2999877929688,1003.2999877929688,0,-0.03062803111790459
1988-10-10 00:00:00,1015.9000244140625,1018.5,994.5999755859375,994.5999755859375,994.5999755859375,0,-0.00867139670376085
1988-10-17 00:00:00,1003.0999755859375,1038.4000244140625,1003.0999755859375,1038.4000244140625,1038.4000244140625,0,0.044037854316577446
1988-10-24 00:00:00,1044.5,1044.5,1035.0,1035.0,1035.0,0,-0.003274291539025175
1988-10-31 00:00:00,1039.300048828125,1039.300048828125,1028.5,1028.5,1028.5,0,-0.006280193236714976
1988-11-07 00:00:00,1023.2999877929688,1026.5,1014.0999755859375,1015.0,1015.0,0,-0.013125911521633447
1988-11-14 00:00:00,1002.7000122070312,1002.7000122070312,991.2000122070312,991.4000244140625,991.4000244140625,0,-0.023251207473830048
1988-11-21 00:00:00,992.7999877929688,1012.2000122070312,992.7999877929688,1011.2999877929688,1011.2999877929688,0,0.020072587138241733
1988-11-28 00:00:00,1002.5999755859375,1005.5,999.4000244140625,999.4000244140625,999.4000244140625,0,-0.01176699646251987
1988-12-05 00:00:00,993.2000122070312,1002.7999877929688,993.2000122070312,1002.2999877929688,1002.2999877929688,0,0.0029017043306622564
1988-12-12 00:00:00,1001.2000122070312,1003.2999877929688,1001.2000122070312,1002.5999755859375,1002.5999755859375,0,0.00029929940798394415
1988-12-19 00:00:00,1007.9000244140625,1024.800048828125,1007.9000244140625,1024.800048828125,1024.800048828125,0,0.022142503274262874
1988-12-26 00:00:00,1036.5,1044.199951171875,1036.5,1038.5999755859375,1038.5999755859375,0,0.013465970043222513
1989-01-02 00:00:00,1034.199951171875,1043.300048828125,1030.699951171875,1043.300048828125,1043.300048828125,0,0.004525393176074265
1989-01-09 00:00:00,1072.0,1099.199951171875,1072.0,1099.199951171875,1099.199951171875,0,0.05357989047018538
1989-01-16 00:00:00,1107.9000244140625,1107.9000244140625,1094.4000244140625,1095.300048828125,1095.300048828125,0,-0.0035479462490807523
1989-01-23 00:00:00,1096.0,1115.5,1087.699951171875,1115.5,1115.5,0,0.018442390460483567
1989-01-30 00:00:00,1134.800048828125,1143.4000244140625,1128.300048828125,1143.4000244140625,1143.4000244140625,0,0.025011227623543256
1989-02-06 00:00:00,1151.199951171875,1156.4000244140625,1151.199951171875,1156.0,1156.0,0,0.011019744023876841
1989-02-13 00:00:00,1139.699951171875,1139.699951171875,1120.199951171875,1129.9000244140625,1129.9000244140625,0,-0.022577833551849048
1989-02-20 00:00:00,1132.800048828125,1138.800048828125,1131.5,1135.199951171875,1135.199951171875,0,0.00469061566801975
1989-02-27 00:00:00,1120.199951171875,1120.199951171875,1105.5,1118.4000244140625,1118.4000244140625,0,-0.014799090451395647
1989-03-06 00:00:00,1119.9000244140625,1154.9000244140625,1119.9000244140625,1154.9000244140625,1154.9000244140625,0,0.03263590772820539
1989-03-13 00:00:00,1160.4000244140625,1187.5,1160.4000244140625,1187.5,1187.5,0,0.02822753043275505
1989-03-20 00:00:00,1169.0999755859375,1183.4000244140625,1169.0999755859375,1180.699951171875,1180.699951171875,0,-0.005726356907894737
1989-03-27 00:00:00,1183.9000244140625,1194.5999755859375,1183.9000244140625,1189.800048828125,1189.800048828125,0,0.007707375313446841
1989-04-03 00:00:00,1187.300048828125,1193.300048828125,1186.699951171875,1186.699951171875,1186.699951171875,0,-0.0026055618835310965
1989-04-10 00:00:00,1192.0,1244.300048828125,1192.0,1244.300048828125,1244.300048828125,0,0.04853804670622045
1989-04-17 00:00:00,1258.300048828125,1258.300048828125,1244.300048828125,1244.300048828125,1244.300048828125,0,0.0
1989-04-24 00:00:00,1247.199951171875,1259.4000244140625,1246.0999755859375,1259.4000244140625,1259.4000244140625,0,0.012135317040418486
1989-05-01 00:00:00,1266.0,1284.9000244140625,1266.0,1282.5,1282.5,0,0.018342047910222006
1989-05-08 00:00:00,1280.5999755859375,1287.300048828125,1280.5999755859375,1285.0999755859375,1285.0999755859375,0,0.002027271412037037
1989-05-15 00:00:00,1295.4000244140625,1310.0,1295.4000244140625,1309.699951171875,1309.699951171875,0,0.019142460550371745
1989-05-22 00:00:00,1292.699951171875,1292.699951171875,1257.699951171875,1269.5999755859375,1269.5999755859375,0,-0.030617681210156115
1989-05-29 00:00:00,1265.5,1305.199951171875,1265.5,1305.199951171875,1305.199951171875,0,0.028040308971735473
1989-06-05 00:00:00,1271.4000244140625,1271.4000244140625,1207.0999755859375,1241.199951171875,1241.199951171875,0,-0.049034632542345365
1989-06-12 00:00:00,1208.699951171875,1298.5,1208.699951171875,1296.5,1296.5,0,0.04455369884273169
1989-06-19 00:00:00,1304.4000244140625,1304.4000244140625,1290.300048828125,1290.300048828125,1290.300048828125,0,-0.00478206800761666
1989-06-26 00:00:00,1287.5999755859375,1315.300048828125,1287.5999755859375,1307.699951171875,1307.699951171875,0,0.013485159796400008
1989-07-03 00:00:00,1298.0999755859375,1335.699951171875,1298.0999755859375,1335.699951171875,1335.699951171875,0,0.021411639554553958
1989-07-10 00:00:00,1345.4000244140625,1363.5,1345.4000244140625,1363.5,1363.5,0,0.020813094141191407
1989-07-17 00:00:00,1359.0,1369.0,1359.0,1361.9000244140625,1361.9000244140625,0,-0.0011734327729647964
1989-07-24 00:00:00,1358.9000244140625,1371.4000244140625,1358.9000244140625,1370.0999755859375,1370.0999755859375,0,0.006020964112547768
1989-07-31 00:00:00,1372.300048828125,1372.300048828125,1349.199951171875,1349.199951171875,1349.199951171875,0,-0.015254379086551247
1989-08-07 00:00:00,1351.699951171875,1379.9000244140625,1351.699951171875,1377.4000244140625,1377.4000244140625,0,0.02090132987159817
1989-08-14 00:00:00,1380.0,1381.5,1371.5999755859375,1381.5,1381.5,0,0.0029766048448282875
1989-08-21 00:00:00,1387.0,1387.0,1355.199951171875,1355.199951171875,1355.199951171875,0,-0.01903731366494752
1989-08-28 00:00:00,1346.0,1363.699951171875,1342.5,1363.699951171875,1363.699951171875,0,0.006272137179941483
1989-09-04 00:00:00,1382.300048828125,1419.699951171875,1382.300048828125,1419.699951171875,1419.699951171875,0,0.04106475178200105
1989-09-11 00:00:00,1414.300048828125,1420.5,1411.300048828125,1411.800048828125,1411.800048828125,0,-0.00556448729693138
1989-09-18 00:00:00,1404.5,1404.5,1392.800048828125,1392.800048828125,1392.800048828125,0,-0.0134579964179567
1989-09-25 00:00:00,1385.5,1387.5999755859375,1371.4000244140625,1375.300048828125,1375.300048828125,0,-0.012564617595127284
1989-10-02 00:00:00,1375.300048828125,1420.5999755859375,1375.300048828125,1420.5999755859375,1420.5999755859375,0,0.03293821358939961
1989-10-09 00:00:00,1420.199951171875,1431.9000244140625,1420.199951171875,1427.9000244140625,1427.9000244140625,0,0.0051387082595957655
1989-10-16 00:00:00,1285.0,1345.5999755859375,1285.0,1345.5999755859375,1345.5999755859375,0,-0.05763712264231997
1989-10-23 00:00:00,1365.0,1365.0,1319.300048828125,1319.300048828125,1319.300048828125,0,-0.01954513022814249
1989-10-30 00:00:00,1302.800048828125,1336.199951171875,1302.800048828125,1330.800048828125,1330.800048828125,0,0.008716743405122233
1989-11-06 00:00:00,1322.800048828125,1332.0,1320.800048828125,1332.0,1332.0,0,0.0009016765312953303
1989-11-13 00:00:00,1336.4000244140625,1337.699951171875,1333.300048828125,1337.699951171875,1337.699951171875,0,0.004279242621527778
1989-11-20 00:00:00,1345.300048828125,1385.300048828125,1345.300048828125,1385.300048828125,1385.300048828125,0,0.03558353845684942
1989-11-27 00:00:00,1393.699951171875,1411.300048828125,1393.699951171875,1408.5,1408.5,0,0.016747239120868198
1989-12-04 00:00:00,1426.0999755859375,1445.5,1426.0999755859375,1445.0,1445.0,0,0.025914093006744764
1989-12-11 00:00:00,1448.5,1468.5999755859375,1448.5,1468.5999755859375,1468.5999755859375,0,0.016332163035250865
1989-12-18 00:00:00,1460.0,1484.5999755859375,1452.199951171875,1484.5999755859375,1484.5999755859375,0,0.010894729855634356
1989-12-25 00:00:00,1484.5999755859375,1484.5999755859375,1481.300048828125,1481.300048828125,1481.300048828125,0,-0.002222771663801284
1990-01-01 00:00:00,1499.5,1534.199951171875,1499.5,1531.5,1531.5,0,0.033889117340939
